"Name","Folder","SizeKB","Modified","FirstHeading","FullPath"
"FORGE_COACHING_ONTOLOGY_V1.md","D:\forge","10.4","18-06-2026 10:35:53","# FORGE V2.5 Coaching Ontology Foundation","D:\forge\FORGE_COACHING_ONTOLOGY_V1.md"
"FORGE_COACHING_ONTOLOGY_V2.md","D:\forge","20.5","18-06-2026 10:40:30","# FORGE V2.5 Coaching Ontology — Revision 2","D:\forge\FORGE_COACHING_ONTOLOGY_V2.md"
"FORGE_COACHING_PATTERNS_SUMMARY.md","D:\forge","18.7","18-06-2026 15:40:40","# FORGE Coaching Patterns Summary","D:\forge\FORGE_COACHING_PATTERNS_SUMMARY.md"
"FORGE_COACHING_REFERENCE_DATABASE.md","D:\forge","51","18-06-2026 21:38:21","# FORGE Coaching Reference Database V1","D:\forge\FORGE_COACHING_REFERENCE_DATABASE.md"
"FORGE_CONDITIONING_ENGINE_AUDIT_V2.md","D:\forge","10","20-06-2026 10:14:46","# FORGE Conditioning Engine Audit V2","D:\forge\FORGE_CONDITIONING_ENGINE_AUDIT_V2.md"
"FORGE_CONDITIONING_INTELLIGENCE_V2.md","D:\forge","57.4","19-06-2026 00:04:24","# FORGE Conditioning Intelligence V2","D:\forge\FORGE_CONDITIONING_INTELLIGENCE_V2.md"
"FORGE_CONDITIONING_LIBRARY_REBALANCE_V2.md","D:\forge","6.4","20-06-2026 10:15:31","# FORGE Conditioning Library Rebalance V2","D:\forge\FORGE_CONDITIONING_LIBRARY_REBALANCE_V2.md"
"FORGE_CONDITIONING_LIBRARY_V1.md","D:\forge","98.3","18-06-2026 23:58:19","# FORGE Conditioning Library V1","D:\forge\FORGE_CONDITIONING_LIBRARY_V1.md"
"FORGE_CONDITIONING_SPORT_VALIDATION_V2.md","D:\forge","7","20-06-2026 10:33:15","# FORGE Conditioning Sport Validation V2","D:\forge\FORGE_CONDITIONING_SPORT_VALIDATION_V2.md"
"FORGE_CONDITIONING_TAXONOMY_V2.md","D:\forge","4.7","20-06-2026 10:15:06","# FORGE Conditioning Taxonomy V2","D:\forge\FORGE_CONDITIONING_TAXONOMY_V2.md"
"FORGE_CONSENSUS_ENGINE.md","D:\forge","10.6","19-06-2026 11:41:30","# FORGE_CONSENSUS_ENGINE — Pattern Consensus Classification System","D:\forge\FORGE_CONSENSUS_ENGINE.md"
"FORGE_CONSTRAINT_ENGINE_V1.md","D:\forge","22","19-06-2026 15:03:24","# FORGE Constraint Engine V1","D:\forge\FORGE_CONSTRAINT_ENGINE_V1.md"
"FORGE_CREDIBILITY_REVIEW_V2.md","D:\forge","19.6","18-06-2026 23:01:57","# FORGE Credibility Review V2","D:\forge\FORGE_CREDIBILITY_REVIEW_V2.md"
"FORGE_CREDIBILITY_ROOT_CAUSE_ANALYSIS.md","D:\forge","21.5","18-06-2026 22:17:50","# FORGE Credibility — Root Cause Analysis","D:\forge\FORGE_CREDIBILITY_ROOT_CAUSE_ANALYSIS.md"
"FORGE_EXERCISE_GAP_ANALYSIS.md","D:\forge","19.3","18-06-2026 22:59:06","# FORGE Exercise Gap Analysis V2","D:\forge\FORGE_EXERCISE_GAP_ANALYSIS.md"
"FORGE_EXERCISE_LIBRARY_AUDIT_V2.md","D:\forge","45.2","19-06-2026 12:42:06","# FORGE Exercise Library Audit V2","D:\forge\FORGE_EXERCISE_LIBRARY_AUDIT_V2.md"
"FORGE_EXERCISE_LIBRARY_V2.md","D:\forge","6.1","19-06-2026 12:57:20","# FORGE Exercise Library V2","D:\forge\FORGE_EXERCISE_LIBRARY_V2.md"
"FORGE_EXERCISE_ONTOLOGY_V1.md","D:\forge","27.4","18-06-2026 21:25:42","# FORGE Exercise Ontology V1","D:\forge\FORGE_EXERCISE_ONTOLOGY_V1.md"
"FORGE_GAPS_REPORT.md","D:\forge","22.8","19-06-2026 11:42:44","# FORGE_GAPS_REPORT — Knowledge Gaps & Missing Domains","D:\forge\FORGE_GAPS_REPORT.md"
"FORGE_GENERATION_STRESS_TEST.md","D:\forge","20.6","18-06-2026 22:01:28","# FORGE Generation Stress Test","D:\forge\FORGE_GENERATION_STRESS_TEST.md"
"FORGE_HARDENING_PHASE_V1.md","D:\forge","5.3","19-06-2026 14:06:38","# FORGE Hardening Phase V1","D:\forge\FORGE_HARDENING_PHASE_V1.md"
"FORGE_IMPLEMENTATION_SPEC_V1.md","D:\forge","76.6","19-06-2026 00:12:11","# FORGE Implementation Specification V1","D:\forge\FORGE_IMPLEMENTATION_SPEC_V1.md"
"FORGE_LIBRARY_V2_CHANGELOG.md","D:\forge","2.7","19-06-2026 12:57:33","# FORGE Library V2 Changelog","D:\forge\FORGE_LIBRARY_V2_CHANGELOG.md"
"FORGE_LOCAL_RUN_GUIDE_V1.md","D:\forge","4.2","23-06-2026 12:26:33","# FORGE Local Run Guide v1","D:\forge\FORGE_LOCAL_RUN_GUIDE_V1.md"
"FORGE_LOCAL_RUN_GUIDE_V2.md","D:\forge","2.8","23-06-2026 15:48:13","# FORGE Local Run Guide v2","D:\forge\FORGE_LOCAL_RUN_GUIDE_V2.md"
"FORGE_MOBILITY_LIBRARY_V1.md","D:\forge","13.2","19-06-2026 14:56:16","# FORGE Mobility Library V1","D:\forge\FORGE_MOBILITY_LIBRARY_V1.md"
"FORGE_MOVEMENT_FREQUENCY_REPORT.md","D:\forge","26.3","18-06-2026 15:40:44","# FORGE Movement Family Frequency Report","D:\forge\FORGE_MOVEMENT_FREQUENCY_REPORT.md"
"FORGE_PATTERN_DATABASE.md","D:\forge","32.2","19-06-2026 11:54:12","# FORGE_PATTERN_DATABASE — Extracted Coaching Patterns","D:\forge\FORGE_PATTERN_DATABASE.md"
"FORGE_PATTERN_EXTRACTION_TEMPLATE.md","D:\forge","9.1","19-06-2026 11:39:44","# FORGE_PATTERN_EXTRACTION_TEMPLATE — Standard Extraction Format","D:\forge\FORGE_PATTERN_EXTRACTION_TEMPLATE.md"
"FORGE_PATTERN_LIBRARY.md","D:\forge","23.1","18-06-2026 15:36:50","# FORGE Pattern Library","D:\forge\FORGE_PATTERN_LIBRARY.md"
"FORGE_PROGRAM_EDIT_DISTANCE_AUDIT_V1.md","D:\forge","9.5","19-06-2026 13:18:38","# FORGE Program Edit Distance Audit V1","D:\forge\FORGE_PROGRAM_EDIT_DISTANCE_AUDIT_V1.md"
"FORGE_PROGRAM_GENERATION_RULEBOOK_V1.md","D:\forge","52.9","18-06-2026 23:43:17","# FORGE Program Generation Rulebook V1","D:\forge\FORGE_PROGRAM_GENERATION_RULEBOOK_V1.md"
"FORGE_PROGRESSIONS_V2.md","D:\forge","34.3","18-06-2026 22:57:48","# FORGE Progression Ladders V2","D:\forge\FORGE_PROGRESSIONS_V2.md"
"FORGE_READINESS_SYSTEM_V1.md","D:\forge","9.2","19-06-2026 14:58:19","# FORGE Readiness System V1","D:\forge\FORGE_READINESS_SYSTEM_V1.md"
"FORGE_REALITY_VALIDATION_FRAMEWORK_V1.md","D:\forge","46.6","19-06-2026 12:12:19","# FORGE_REALITY_VALIDATION_FRAMEWORK_V1","D:\forge\FORGE_REALITY_VALIDATION_FRAMEWORK_V1.md"
"FORGE_RECOVERY_AUDIT_V1.md","D:\forge","11","20-06-2026 09:50:38","# FORGE Recovery Audit V1","D:\forge\FORGE_RECOVERY_AUDIT_V1.md"
"FORGE_RECOVERY_HARDENING_V1.md","D:\forge","5.2","20-06-2026 10:03:24","# FORGE Recovery Hardening V1","D:\forge\FORGE_RECOVERY_HARDENING_V1.md"
"FORGE_RECOVERY_LIBRARY_V1.md","D:\forge","8.8","19-06-2026 14:56:51","# FORGE Recovery Library V1","D:\forge\FORGE_RECOVERY_LIBRARY_V1.md"
"FORGE_SESSION_ARCHITECTURE_AUDIT_V1.md","D:\forge","18.8","19-06-2026 13:49:23","# FORGE Session Architecture Audit V1","D:\forge\FORGE_SESSION_ARCHITECTURE_AUDIT_V1.md"
"FORGE_SOURCE_CATALOG.md","D:\forge","9.5","19-06-2026 11:39:14","# FORGE_SOURCE_CATALOG — S&C Knowledge Source Registry","D:\forge\FORGE_SOURCE_CATALOG.md"
"FORGE_SUBSTITUTION_MATRIX_V1.md","D:\forge","13.2","18-06-2026 21:27:52","# FORGE Substitution Matrix V1","D:\forge\FORGE_SUBSTITUTION_MATRIX_V1.md"
"FORGE_TESTING_LIBRARY_V1.md","D:\forge","11.2","19-06-2026 14:57:42","# FORGE Testing Library V1","D:\forge\FORGE_TESTING_LIBRARY_V1.md"
"FORGE_V1_RELEASE_READINESS_AUDIT.md","D:\forge","20","19-06-2026 15:10:16","# FORGE V1 Release Readiness Audit","D:\forge\FORGE_V1_RELEASE_READINESS_AUDIT.md"
"FORGE_V2.5_SYNTHESIS.md","D:\forge","43","17-06-2026 22:18:13","# FORGE V2.5 — Synthesis & Execution Roadmap","D:\forge\FORGE_V2.5_SYNTHESIS.md"
"FORGE_V25_ARCHITECTURE_REVIEW_2.md","D:\forge","25.2","18-06-2026 14:56:03","# FORGE V2.5 ARCHITECTURE REVIEW 2","D:\forge\FORGE_V25_ARCHITECTURE_REVIEW_2.md"
"FORGE_V25_IMPLEMENTATION_PLAN.md","D:\forge","34.4","18-06-2026 14:26:26","# FORGE V2.5 IMPLEMENTATION PLAN","D:\forge\FORGE_V25_IMPLEMENTATION_PLAN.md"
"FORGE_WARMUP_AUDIT_V1.md","D:\forge","12.5","20-06-2026 09:50:02","# FORGE Warmup Audit V1","D:\forge\FORGE_WARMUP_AUDIT_V1.md"
"FORGE_WARMUP_HARDENING_V1.md","D:\forge","9.1","20-06-2026 10:02:10","# FORGE Warmup Hardening V1","D:\forge\FORGE_WARMUP_HARDENING_V1.md"
"FORGE_WARMUP_LIBRARY_V1.md","D:\forge","19.7","19-06-2026 14:55:25","# FORGE Warmup Library V1","D:\forge\FORGE_WARMUP_LIBRARY_V1.md"
"FORGE_WARMUP_RECOVERY_VALIDATION_V1.md","D:\forge","8","20-06-2026 10:06:29","# FORGE Warmup/Recovery Validation V1","D:\forge\FORGE_WARMUP_RECOVERY_VALIDATION_V1.md"
"FORGE_WORKFLOW_REVERSE_ENGINEERING.md","D:\forge","28.9","18-06-2026 21:49:23","# FORGE Workflow Reverse Engineering","D:\forge\FORGE_WORKFLOW_REVERSE_ENGINEERING.md"
"IMPLEMENTATION_SUMMARY_V1_1.md","D:\forge","3","19-06-2026 23:33:41","# FORGE V1.1 Feature Implementation Summary","D:\forge\IMPLEMENTATION_SUMMARY_V1_1.md"
"olympic_lift_framework_audit.md","D:\forge","22.3","15-06-2026 20:57:19","# Olympic Lift Framework Audit","D:\forge\olympic_lift_framework_audit.md"
"PHASE_4E_REALITY_VERIFICATION_REPORT.md","D:\forge","12.9","16-06-2026 21:58:27","# PHASE 4E: Reality Verification Audit Report","D:\forge\PHASE_4E_REALITY_VERIFICATION_REPORT.md"
"PHASE_5A_REPORT.md","D:\forge","3.7","16-06-2026 23:27:25","# PHASE 5A: Sports-Science Pipeline Validation Report","D:\forge\PHASE_5A_REPORT.md"
"PROGRAM_OUTPUT_VALIDATION.md","D:\forge","50.6","18-06-2026 15:01:37","# FORGE V2.5 PROGRAM OUTPUT VALIDATION","D:\forge\PROGRAM_OUTPUT_VALIDATION.md"
"program_quality_audit.md","D:\forge","36.5","15-06-2026 21:02:54","# Program Quality Audit","D:\forge\program_quality_audit.md"
"RC1_IMPLEMENTATION.md","D:\forge","2.6","18-06-2026 22:24:22","# RC1 — Substitution Difficulty Filter Fix","D:\forge\RC1_IMPLEMENTATION.md"
"RC2_REVIEW_AND_CREDIBILITY_ANALYSIS.md","D:\forge","10.2","18-06-2026 22:38:24","# RC2 Review & Credibility Analysis","D:\forge\RC2_REVIEW_AND_CREDIBILITY_ANALYSIS.md"
"README.md","D:\forge","4","15-06-2026 12:01:15","# Forge Exercise Intelligence Database","D:\forge\README.md"
"REAL_WORLD_COACHING_COMPARISON_AUDIT.md","D:\forge","18.2","18-06-2026 22:44:06","# Real-World Coaching Comparison Audit","D:\forge\REAL_WORLD_COACHING_COMPARISON_AUDIT.md"
"recommendation_stress_test.md","D:\forge","7.9","15-06-2026 19:13:45","# Recommendation Engine Stress Test Report","D:\forge\recommendation_stress_test.md"
"research_findings_summary.md","D:\forge","6","18-06-2026 15:35:30","# Additional Program Sources from Web Research","D:\forge\research_findings_summary.md"
"SKILL.md","D:\forge","6.4","16-06-2026 10:07:07","# Claude Code Configuration - OpenCode Orchestrator","D:\forge\SKILL.md"
"sports_science_validation_report.md","D:\forge","29.4","15-06-2026 20:53:46","# Sports Science Validation Report: Assessment-to-Exercise Mapping Chain","D:\forge\sports_science_validation_report.md"
"SURVIVABILITY_AUDIT.md","D:\forge","36.8","17-06-2026 14:31:22","# SURVIVABILITY AUDIT: Forge Performance Demand Architecture","D:\forge\SURVIVABILITY_AUDIT.md"
"template_coverage_repair_plan.md","D:\forge","9.5","16-06-2026 11:24:53","# Template Coverage Repair Plan","D:\forge\template_coverage_repair_plan.md"
"template_inventory_audit.md","D:\forge","5.9","16-06-2026 11:28:07","# Template Inventory Audit","D:\forge\template_inventory_audit.md"
"validation_40_examples.md","D:\forge","25.2","20-06-2026 10:05:56","# FORGE Warmup/Recovery Validation � 41 Examples","D:\forge\validation_40_examples.md"
"adr_log.md","docs","1.6","15-06-2026 12:23:52","# Architecture Decision Record (ADR) Log","D:\forge\docs\adr_log.md"
"architecture_audit.md","docs","7.1","15-06-2026 12:11:22","# Forge Athlete Development Platform - Architectural Audit Report","D:\forge\docs\architecture_audit.md"
"architecture_red_team_review.md","docs","33.8","17-06-2026 20:32:06","# Architecture Red Team Review: V2 Demand Recommendation Engine","D:\forge\docs\architecture_red_team_review.md"
"architecture.md","docs","8.2","15-06-2026 12:01:22","# Forge Exercise Intelligence Database Architecture Spec","D:\forge\docs\architecture.md"
"audit_05_domain_model_validation.md","docs","24.6","17-06-2026 21:29:31","# AUDIT #5 — DOMAIN MODEL VALIDATION","D:\forge\docs\audit_05_domain_model_validation.md"
"audit_06_data_flow_explainability.md","docs","29","17-06-2026 21:34:19","# AUDIT #6 — DATA FLOW & EXPLAINABILITY AUDIT","D:\forge\docs\audit_06_data_flow_explainability.md"
"audit_07_code_reality_source_of_truth.md","docs","25.7","17-06-2026 21:38:10","# AUDIT #7 — CODE REALITY & SOURCE-OF-TRUTH AUDIT","D:\forge\docs\audit_07_code_reality_source_of_truth.md"
"audit_08_execution_gap_analysis.md","docs","32.5","17-06-2026 21:42:02","# AUDIT #8 — EXECUTION GAP ANALYSIS","D:\forge\docs\audit_08_execution_gap_analysis.md"
"deficit_detection_architecture.md","docs","4.2","15-06-2026 12:22:04","# Forge Deficit Detection Engine Architecture Spec","D:\forge\docs\deficit_detection_architecture.md"
"exercise_substitution_architecture.md","docs","7.4","15-06-2026 22:05:15","# Exercise Substitution Engine — Architecture & Design","D:\forge\docs\exercise_substitution_architecture.md"
"FORGE_BOOK_BACKLOG_TRIAGE_V1.md","docs","54.6","21-06-2026 10:26:36","# FORGE Book Backlog — Master Triage Table V1","D:\forge\docs\FORGE_BOOK_BACKLOG_TRIAGE_V1.md"
"FORGE_BOOK_HARDENING_ROADMAP_V1.md","docs","29.5","21-06-2026 10:31:10","# FORGE Book Hardening Roadmap — Core-Only Implementation Plan V1","D:\forge\docs\FORGE_BOOK_HARDENING_ROADMAP_V1.md"
"FORGE_COACH_CONSOLE_V1_1_REAL_WORKFLOW_PASS_REPORT_V1.md","docs","15.2","24-06-2026 15:20:43","# FORGE Coach Console v1.1 — Real Coach Workflow Pass — Report","D:\forge\docs\FORGE_COACH_CONSOLE_V1_1_REAL_WORKFLOW_PASS_REPORT_V1.md"
"FORGE_COACH_CONSOLE_V1_HARDENING_REPORT.md","docs","9","24-06-2026 10:32:17","# FORGE Coach Console v1 — Hardening Pass Report","D:\forge\docs\FORGE_COACH_CONSOLE_V1_HARDENING_REPORT.md"
"FORGE_COACH_FEEDBACK_EVIDENCE_MATRIX_V1.md","docs","26.9","23-06-2026 22:14:18","# FORGE Coach Feedback — Evidence Matrix","D:\forge\docs\FORGE_COACH_FEEDBACK_EVIDENCE_MATRIX_V1.md"
"FORGE_COACH_REVIEW_ACTION_BACKLOG_V1.md","docs","6.7","23-06-2026 21:25:52","# FORGE Coach Review Action Backlog","D:\forge\docs\FORGE_COACH_REVIEW_ACTION_BACKLOG_V1.md"
"FORGE_COACH_TRIAL_SCRIPT_V1.md","docs","4.7","23-06-2026 15:18:39","# FORGE Coach Trial Script v1","D:\forge\docs\FORGE_COACH_TRIAL_SCRIPT_V1.md"
"FORGE_COMPETITION_AWARE_SESSION_VALIDATION_V1.md","docs","5.8","20-06-2026 15:35:07","# FORGE Competition-Aware Session Validation — V1.5","D:\forge\docs\FORGE_COMPETITION_AWARE_SESSION_VALIDATION_V1.md"
"FORGE_COMPETITION_WINDOW_RULEBOOK_V1.md","docs","5.4","20-06-2026 15:34:39","# FORGE Competition Window Rulebook — V1.5","D:\forge\docs\FORGE_COMPETITION_WINDOW_RULEBOOK_V1.md"
"FORGE_CONDITIONING_BACKWARD_COMPAT_V1.md","docs","3.2","20-06-2026 14:21:40","# FORGE V1.3 — Backward Compatibility Report","D:\forge\docs\FORGE_CONDITIONING_BACKWARD_COMPAT_V1.md"
"FORGE_CONDITIONING_COMPETITION_ANALYSIS_V1.md","docs","3.3","20-06-2026 14:21:06","# FORGE V1.3 — Competition Proximity Analysis","D:\forge\docs\FORGE_CONDITIONING_COMPETITION_ANALYSIS_V1.md"
"FORGE_CONDITIONING_MOVEMENT_ROUTING_V1.md","docs","4.5","20-06-2026 14:21:24","# FORGE V1.3 — Movement-Profile Routing Audit","D:\forge\docs\FORGE_CONDITIONING_MOVEMENT_ROUTING_V1.md"
"FORGE_CONDITIONING_PROTOCOL_METADATA_AUDIT_V1.md","docs","4","20-06-2026 14:20:50","# FORGE V1.3 — Conditioning Protocol Metadata Audit","D:\forge\docs\FORGE_CONDITIONING_PROTOCOL_METADATA_AUDIT_V1.md"
"FORGE_CONDITIONING_VALIDATION_V1.md","docs","4","20-06-2026 14:21:58","# FORGE V1.3 — Final Validation & Gap Analysis","D:\forge\docs\FORGE_CONDITIONING_VALIDATION_V1.md"
